centroid_x,centroid_y,area_m2,height_m,height_developer_led,stakeholder
372688.483,148716.353,2251.400,14.000,22.949,developer
371055.109,147443.652,2148.400,12.000,11.679,unknown
371221.538,147338.455,13592.400,12.000,11.679,state
372703.740,148185.314,5935.600,12.000,11.679,unknown
372716.286,147810.678,2679.400,12.000,11.679,unknown
371782.522,147829.617,6629.300,12.000,11.679,state
371120.766,148800.961,18058.300,12.000,11.679,state
373223.767,149022.037,424.600,12.000,11.679,unknown
372699.044,148661.119,1829.600,14.000,22.949,developer
372641.406,148657.913,1988.400,14.000,22.949,developer
372295.212,148429.525,1428.000,12.000,11.679,unknown
370949.612,148206.265,5021.200,12.000,11.679,unknown
373181.215,147220.568,3007.900,14.000,12.191,informal
372884.361,147266.276,2432.300,14.000,12.191,informal
371873.527,147362.499,4002.900,14.000,12.191,informal
372837.936,148210.579,3252.900,12.000,11.679,unknown
372372.461,148966.292,2515.700,14.000,13.626,unknown
372619.951,148980.456,1570.600,10.500,10.219,unknown
372608.378,148928.493,2159.100,10.500,10.219,state
372045.554,147977.744,1634.800,14.000,13.626,unknown
371664.893,147469.434,3504.700,12.000,11.679,state
372198.987,147678.799,955.800,52.500,48.407,resident
372608.500,147897.538,1837.300,20.400,19.855,unknown
372367.302,146871.632,2139.200,24.500,23.845,unknown
373288.672,146745.266,3813.600,21.000,18.287,informal
371913.043,148801.215,1547.200,24.500,23.845,unknown
372610.290,147673.836,1312.400,12.000,11.679,unknown
373001.668,147565.276,2456.900,12.000,11.679,unknown
370697.851,148357.681,5263.000,14.000,13.626,unknown
371235.856,147527.473,8791.000,21.000,34.423,developer
371145.206,147570.031,2622.700,12.000,19.670,developer
372957.912,149011.902,6603.300,12.000,11.679,unknown
372916.838,148943.406,1938.700,12.000,11.679,unknown
372873.677,149030.861,688.500,12.000,11.679,unknown
373133.808,148949.208,4861.800,14.000,13.626,state
372951.190,148797.400,1641.600,12.000,11.679,unknown
372983.109,148674.873,1645.700,12.000,11.679,unknown
372967.336,148732.905,1569.100,12.000,11.679,unknown
373035.854,148746.649,1582.500,12.000,11.679,unknown
373050.918,148684.021,1610.500,12.000,11.679,unknown
373023.541,148652.803,163.600,12.000,11.679,unknown
373071.660,148631.884,978.300,12.000,11.679,unknown
372983.177,148620.393,1785.900,12.000,11.679,unknown
373036.156,148588.678,302.500,12.000,11.679,unknown
372338.667,147893.457,1277.500,12.000,11.064,resident
372333.633,147936.019,1722.600,42.000,38.726,resident
372144.218,147896.834,1215.100,66.500,61.316,resident
372292.189,147692.836,1216.000,42.000,38.726,resident
372358.256,147682.768,1262.200,42.000,38.726,resident
372100.963,147811.464,943.200,35.000,32.271,resident
372223.567,147813.531,1208.600,35.000,32.271,resident
372099.302,147846.433,1024.200,42.000,38.726,resident
372190.589,147846.021,1024.100,42.000,38.726,resident
372751.679,148868.267,939.900,0.000,3.000,resident
372668.954,148942.083,3136.100,17.500,17.032,unknown
372801.967,148800.646,1379.400,0.000,3.000,resident
372760.216,149032.366,923.000,0.000,3.000,resident
372776.330,148973.223,926.300,0.000,3.000,resident
372788.445,148739.318,1385.700,0.000,3.000,resident
372773.278,148918.243,837.200,14.000,12.909,resident
372703.197,148893.789,1132.000,14.000,12.909,resident
372718.133,148826.169,1296.900,0.000,3.000,resident
372545.221,148674.582,1794.700,35.000,32.271,resident
372442.866,148749.065,1121.600,12.000,11.064,resident
372431.110,148793.105,1651.200,31.500,29.044,resident
372597.078,148712.954,3257.400,10.500,10.219,unknown
372622.825,148864.770,1647.100,31.500,29.044,resident
372577.383,148756.378,1260.700,14.000,22.949,developer
372624.028,148816.722,1807.600,31.500,29.044,resident
372636.758,148746.321,898.500,3.500,5.737,developer
372434.687,148710.059,1118.000,45.500,41.953,resident
372404.937,148675.031,1631.900,31.500,29.044,resident
372229.083,148684.341,2122.900,17.500,17.032,unknown
372459.489,148853.364,1616.700,28.000,25.817,resident
372663.744,149033.168,2113.200,0.000,3.000,resident
372628.464,148569.232,1287.200,31.500,29.044,resident
372688.772,148599.514,1635.600,31.500,29.044,resident
372516.567,148606.220,1821.200,35.000,32.271,resident
372581.063,148616.022,1365.700,35.000,32.271,resident
372202.393,148858.996,1085.100,42.000,38.726,resident
372295.332,148827.433,1057.200,38.500,35.499,resident
372231.274,148759.889,778.400,14.000,12.909,resident
372258.889,148753.697,793.900,14.000,12.909,resident
372102.507,148774.670,425.700,14.000,12.909,resident
372365.579,148722.742,559.200,14.000,12.909,resident
372165.420,148756.942,958.500,45.500,41.953,resident
372173.102,148793.913,963.900,45.500,41.953,resident
372293.235,148749.461,910.300,45.500,41.953,resident
372245.261,148823.446,1097.000,38.500,35.499,resident
372375.308,148766.771,580.100,14.000,12.909,resident
372071.191,148982.090,944.100,10.500,10.219,unknown
371891.879,149012.425,1644.400,31.500,29.044,resident
371813.321,148955.472,1662.600,31.500,29.044,resident
371829.202,148851.747,1042.300,45.500,41.953,resident
371840.570,148767.266,693.100,14.000,12.909,resident
371836.424,148887.666,1024.300,45.500,41.953,resident
371935.264,148976.664,1279.300,42.000,38.726,resident
371927.523,148940.854,1289.800,42.000,38.726,resident
371820.440,148815.747,1039.200,45.500,41.953,resident
371994.045,148988.763,1508.900,31.500,29.044,resident
371844.679,148923.369,1110.100,45.500,41.953,resident
371770.950,148883.872,996.000,14.000,12.909,resident
371777.067,148799.931,1733.600,31.500,29.044,resident
372111.559,148857.768,976.100,45.500,41.953,resident
372049.005,148875.440,438.700,14.000,12.909,resident
372119.686,148952.784,917.100,45.500,41.953,resident
372234.431,148922.643,1184.800,38.500,35.499,resident
371958.887,148903.060,1695.700,31.500,29.044,resident
372181.731,148941.505,772.700,14.000,12.909,resident
372154.107,148948.113,797.800,14.000,12.909,resident
372128.020,148894.516,1163.300,42.000,38.726,resident
372254.362,148597.446,1255.800,31.500,29.044,resident
372326.840,148634.793,1837.500,31.500,29.044,resident
372260.189,148631.966,817.200,45.500,41.953,resident
371909.746,148864.763,72.900,7.000,6.813,unknown
371907.415,148752.857,109.100,7.000,6.813,unknown
371919.551,148857.021,169.300,7.000,6.813,unknown
371935.663,148850.667,627.400,7.000,6.813,unknown
371896.593,148858.656,245.900,7.000,6.813,unknown
372536.058,149048.049,819.200,14.000,12.909,resident
372140.476,149033.214,1635.400,28.000,25.817,resident
372722.106,148978.242,1164.500,14.000,12.909,resident
372407.208,147556.782,1505.400,42.000,38.726,resident
372182.909,147751.186,2450.800,17.500,17.032,unknown
372116.205,147783.019,846.600,35.000,32.271,resident
371555.671,148308.953,1253.900,35.000,32.271,resident
371755.225,148307.378,1253.900,35.000,32.271,resident
371900.435,147947.136,1247.700,56.000,51.634,resident
371957.775,148185.236,891.300,35.000,32.271,resident
371957.878,148150.749,942.600,35.000,32.271,resident
371555.989,148277.396,1253.800,35.000,32.271,resident
371854.332,148184.412,943.500,35.000,32.271,resident
371900.180,148088.700,1020.200,56.000,51.634,resident
371878.126,148048.286,851.500,56.000,51.634,resident
371655.127,148276.457,1254.000,35.000,32.271,resident
371855.549,148153.887,954.400,35.000,32.271,resident
371755.511,148275.081,1254.100,35.000,32.271,resident
371654.945,148308.315,1253.900,35.000,32.271,resident
371878.434,147990.754,1135.800,56.000,51.634,resident
371816.187,148375.619,2709.600,42.000,38.726,resident
371635.142,148355.082,3695.900,14.000,12.191,informal
371668.985,148396.200,1586.100,42.000,38.726,resident
372523.129,148949.152,629.800,73.500,67.770,resident
372467.911,148902.301,1148.700,38.500,35.499,resident
372516.077,148896.800,827.800,14.000,12.909,resident
372442.438,148942.902,1797.200,28.000,25.817,resident
372111.899,148814.320,629.600,0.000,3.000,resident
372058.506,148915.990,629.700,0.000,3.000,resident
371882.219,148678.295,629.700,0.000,3.000,resident
371836.397,148709.905,629.800,0.000,3.000,resident
371872.551,148750.523,629.600,0.000,3.000,resident
372203.504,148645.047,629.700,0.000,3.000,resident
372533.945,148997.057,629.700,73.500,67.770,resident
372454.510,149007.959,1258.500,38.500,35.499,resident
372489.857,148864.819,117.400,7.000,6.813,unknown
372319.537,149038.919,1801.400,35.000,32.271,resident
372347.157,148895.616,1001.700,0.000,3.000,resident
372315.121,148626.826,233.400,12.000,11.679,unknown
372270.480,148834.001,111.700,12.000,11.679,unknown
372208.293,148906.199,278.100,12.000,11.679,unknown
372520.427,148651.496,246.100,12.000,11.679,unknown
372238.845,149014.124,258.800,12.000,11.679,unknown
372629.567,148840.968,124.200,12.000,11.679,unknown
372609.632,148844.946,124.100,12.000,11.679,unknown
372110.276,147421.586,1503.500,10.500,10.219,state
372256.839,147781.199,1168.700,35.000,32.271,resident
372080.932,147327.633,1659.400,14.000,22.949,developer
371459.523,147994.287,1403.500,35.000,32.271,resident
371836.567,147673.357,1079.700,12.000,11.064,resident
371528.982,148143.831,1125.600,35.000,32.271,resident
372135.081,147736.574,886.200,105.000,96.814,resident
371887.728,147620.608,967.700,45.500,41.953,resident
371973.596,147622.377,920.200,45.500,41.953,resident
371975.217,147430.026,1742.900,14.000,22.949,developer
371801.654,147614.449,1219.700,45.500,41.953,resident
371579.544,147993.682,1403.100,35.000,32.271,resident
371909.443,147460.762,3191.400,14.000,22.949,developer
371489.885,148092.975,1125.300,35.000,32.271,resident
371930.110,147406.207,2709.500,14.000,22.949,developer
372319.805,147543.520,1518.400,14.000,22.949,developer
372255.357,147592.534,1304.200,42.000,38.726,resident
372249.897,147514.648,1480.400,42.000,38.726,resident
371583.825,147866.349,1534.500,12.000,11.679,state
371465.520,148043.010,1125.700,35.000,32.271,resident
372363.813,147496.072,841.100,42.000,38.726,resident
372291.317,147745.443,1133.900,35.000,32.271,resident
371598.896,148122.617,2378.700,17.500,17.032,unknown
371563.933,148047.198,833.900,35.000,32.271,resident
372044.640,147623.416,937.000,45.500,41.953,resident
372229.394,147729.257,891.300,105.000,96.814,resident
372308.758,147486.910,1490.800,14.000,22.949,developer
372289.010,147464.170,620.600,14.000,22.949,developer
371776.916,148173.695,1886.700,24.500,23.845,unknown
371631.297,148193.111,1460.400,70.000,64.543,resident
371423.205,147919.859,1357.200,56.000,51.634,resident
371573.525,147946.078,1267.100,56.000,51.634,resident
371472.367,147925.960,2369.100,7.000,6.813,state
371519.105,147917.022,1357.100,56.000,51.634,resident
372004.561,147969.785,1121.600,7.000,11.474,developer
371996.402,147924.632,879.700,14.000,22.949,developer
371947.442,148015.076,1302.300,14.000,22.949,developer
372014.879,148028.553,1994.700,14.000,22.949,developer
372063.295,148443.946,2042.300,12.000,11.679,unknown
372177.537,148445.127,3283.600,12.000,11.679,unknown
372095.024,148491.929,3285.500,24.500,23.845,unknown
373097.659,147769.914,2034.200,17.500,15.239,informal
373084.689,147998.623,659.700,87.500,80.679,resident
373053.779,147823.469,1363.800,0.000,3.000,resident
372551.233,148169.813,3816.300,12.000,11.679,state
373052.291,147541.496,1984.900,12.000,11.679,state
373055.379,147741.870,1675.000,0.000,3.000,resident
373071.489,147688.061,1284.900,0.000,3.000,resident
373050.894,147944.903,2781.700,10.500,9.144,informal
372947.972,148086.157,1270.600,56.000,51.634,resident
372860.028,148023.594,1058.300,42.000,38.726,resident
372719.025,148084.646,1435.700,42.000,38.726,resident
372949.580,148034.374,2494.100,10.500,9.144,informal
372990.445,147824.516,724.400,0.000,3.000,resident
372992.359,147771.154,724.500,0.000,3.000,resident
373004.470,147950.274,1107.000,42.000,38.726,resident
373041.021,148047.568,1270.600,56.000,51.634,resident
372945.780,147983.709,1058.500,42.000,38.726,resident
372845.903,148086.649,1270.600,56.000,51.634,resident
371637.196,148044.666,757.400,0.000,3.000,resident
371482.304,148346.942,718.000,56.000,51.634,resident
371650.590,148121.466,1869.600,0.000,3.000,resident
371524.978,148405.168,1662.600,42.000,38.726,resident
371403.643,147940.358,1497.000,12.000,11.679,unknown
371885.156,147731.703,801.300,77.000,70.997,resident
371525.846,148349.616,774.300,56.000,51.634,resident
371459.444,148282.890,1253.900,35.000,32.271,resident
371427.742,148244.073,1254.000,35.000,32.271,resident
371429.676,148210.149,1253.800,35.000,32.271,resident
371528.230,148169.449,1438.500,12.000,11.679,unknown
371793.686,148097.185,835.000,0.000,3.000,resident
371787.757,148044.713,833.400,0.000,3.000,resident
371754.370,148002.489,775.600,0.000,3.000,resident
371732.622,148056.542,1885.000,14.000,13.626,unknown
371711.836,148007.073,854.700,0.000,3.000,resident
371755.345,148113.364,861.600,0.000,3.000,resident
371809.708,147976.994,1054.100,0.000,3.000,resident
371907.876,148016.570,303.500,3.500,3.406,state
372289.166,148471.140,1083.700,12.000,11.679,state
371616.956,148470.572,2652.400,24.500,23.845,unknown
372321.698,148465.056,584.300,12.000,11.679,unknown
371764.875,148505.649,2450.100,24.500,23.845,unknown
371935.229,148264.151,942.200,12.000,19.670,developer
372151.809,148230.111,1303.400,0.000,3.000,resident
372306.511,148190.732,2156.300,0.000,3.000,resident
372129.813,148362.458,1433.500,42.000,38.726,resident
371964.936,148366.212,1640.700,42.000,38.726,resident
371953.889,148302.490,984.400,70.000,64.543,resident
372012.132,148307.044,989.400,70.000,64.543,resident
372179.419,148196.338,934.300,0.000,3.000,resident
372080.069,148285.342,1598.600,42.000,38.726,resident
372238.910,148163.134,934.500,0.000,3.000,resident
372161.466,148305.543,1576.600,42.000,38.726,resident
372318.003,148138.706,1983.100,0.000,3.000,resident
372410.094,147862.053,1902.400,42.000,38.726,resident
372353.625,147823.220,1483.400,12.000,11.679,unknown
372240.818,147964.633,4727.900,12.000,11.679,state
372469.648,147831.641,1204.400,0.000,3.000,resident
372499.213,147742.751,1407.700,38.500,35.499,resident
372580.651,147729.906,1725.000,12.000,11.679,state
372436.034,147752.947,1558.800,0.000,3.000,resident
372636.339,147704.451,1108.500,12.000,11.679,unknown
372664.001,147671.226,765.600,12.000,19.670,developer
372508.237,147794.760,989.500,35.000,32.271,resident
372545.742,147675.969,984.000,45.500,41.953,resident
372494.801,147676.767,1417.200,0.000,3.000,resident
372557.195,148252.600,1106.000,63.000,58.089,resident
372734.663,148270.608,532.100,87.500,80.679,resident
372631.150,148339.590,620.400,87.500,80.679,resident
372579.067,148435.907,534.000,87.500,80.679,resident
372713.492,148445.947,987.700,70.000,64.543,resident
372633.304,148443.419,537.600,87.500,80.679,resident
372778.209,148430.285,651.600,56.000,51.634,resident
372553.055,148343.733,1106.100,63.000,58.089,resident
372524.792,148415.395,548.000,87.500,80.679,resident
372732.557,148336.322,1535.800,70.000,64.543,resident
372677.762,148280.245,546.000,87.500,80.679,resident
372835.758,148429.924,601.600,56.000,51.634,resident
372543.401,148212.557,1300.200,7.000,11.474,developer
372479.637,148187.311,1069.800,7.000,11.474,developer
372975.219,148221.171,2334.600,24.500,40.160,developer
373018.520,148183.837,2864.100,10.500,17.211,developer
372928.001,148222.113,2530.100,24.500,40.160,developer
373125.518,148126.282,2136.500,21.000,34.423,developer
373157.534,148090.502,2032.800,10.500,17.211,developer
373077.844,148156.275,3092.200,17.500,28.686,developer
372873.353,147924.768,724.600,0.000,3.000,resident
372997.924,147667.746,724.400,0.000,3.000,resident
372931.452,147827.417,2086.200,17.500,15.239,informal
372869.129,147826.941,724.400,0.000,3.000,resident
372984.045,147719.539,1178.600,0.000,3.000,resident
372859.274,147977.329,1178.400,0.000,3.000,resident
372923.104,147766.277,1674.900,0.000,3.000,resident
372810.191,147891.766,1674.800,0.000,3.000,resident
372923.604,147875.363,1821.900,12.000,11.679,unknown
372711.174,147994.647,1246.500,38.500,35.499,resident
372679.733,148035.898,1223.500,38.500,35.499,resident
372713.647,148058.198,2268.500,7.000,6.096,informal
372557.926,148051.907,1624.600,38.500,35.499,resident
372562.936,148088.119,1848.300,7.000,6.096,informal
372473.356,147998.535,1816.700,38.500,35.499,resident
372441.353,148088.415,1816.600,38.500,35.499,resident
373325.110,147639.073,2644.300,12.000,19.670,developer
373329.834,147738.400,1943.000,12.000,19.670,developer
373331.628,147711.922,1671.500,12.000,19.670,developer
373224.274,147738.518,2569.400,12.000,19.670,developer
373313.114,147821.767,3098.400,12.000,19.670,developer
373224.480,147671.802,2074.700,12.000,19.670,developer
373224.264,147712.074,2108.300,12.000,19.670,developer
373186.669,147780.308,861.900,12.000,19.670,developer
373325.370,147671.531,1394.100,12.000,19.670,developer
373313.206,147784.898,2340.600,12.000,19.670,developer
373224.142,147638.885,3962.300,12.000,19.670,developer
373215.296,147818.789,3887.200,12.000,19.670,developer
373206.620,147532.467,2351.300,12.000,19.670,developer
373318.841,147532.711,1710.300,12.000,19.670,developer
373069.943,147583.911,1017.200,12.000,11.679,state
373105.625,147565.164,1549.900,12.000,11.679,state
373288.197,147580.887,3383.900,12.000,19.670,developer
372848.236,147712.403,1366.000,10.500,10.219,unknown
372818.710,147672.104,1445.000,38.500,35.499,resident
372797.111,147705.320,1670.600,12.000,10.450,informal
372788.463,147558.637,310.100,3.500,3.406,unknown
372896.462,147631.422,1180.400,12.000,11.679,unknown
372782.498,147622.832,1113.200,7.000,11.474,developer
372862.872,147539.588,1419.600,38.500,35.499,resident
372862.180,147584.150,1419.700,38.500,35.499,resident
372839.533,147629.574,4290.300,3.500,3.406,state
372694.169,147086.373,1146.800,31.500,29.044,resident
372797.794,147242.348,1293.400,0.000,3.000,resident
372705.645,147045.589,1728.600,12.000,11.064,resident
373014.467,147079.815,181.800,3.500,3.406,unknown
372971.558,147138.417,2038.800,0.000,3.000,resident
372786.407,147061.092,621.900,0.000,3.000,resident
372794.381,147154.102,714.000,14.000,12.909,resident
372767.084,147111.808,1001.200,31.500,29.044,resident
372989.428,147228.356,1288.900,45.500,41.953,resident
372850.602,147214.097,1153.500,0.000,3.000,resident
372923.794,147219.796,1068.900,0.000,3.000,resident
372798.948,147185.999,1122.600,0.000,3.000,resident
372867.202,147172.607,919.200,0.000,3.000,resident
372923.231,147158.898,1233.700,0.000,3.000,resident
372926.462,147441.601,1601.600,0.000,3.000,resident
372824.068,147363.706,1631.800,0.000,3.000,resident
372931.568,147350.103,1148.400,0.000,3.000,resident
372848.274,147435.729,1631.600,0.000,3.000,resident
373009.994,147159.759,2989.800,10.500,9.144,informal
372979.230,147275.280,1694.200,0.000,3.000,resident
372776.737,147291.668,1631.900,0.000,3.000,resident
372782.123,147023.539,974.000,10.000,9.733,state
372714.970,147135.927,1732.000,0.000,3.000,resident
372716.700,147204.587,1733.600,0.000,3.000,resident
372652.243,147174.737,1755.400,31.500,29.044,resident
372743.754,147249.961,276.600,12.000,11.679,state
372431.593,147279.153,5409.000,0.000,3.000,developer
372327.827,147263.683,9733.500,17.500,28.686,developer
372435.067,147384.566,3074.600,12.000,19.670,developer
372272.614,147364.984,3048.100,24.500,40.160,developer
372378.314,147381.958,2507.600,0.000,3.000,developer
372322.680,147376.764,1805.700,21.000,34.423,developer
372571.810,147518.479,1168.200,87.500,80.679,resident
372631.255,147573.768,1168.300,87.500,80.679,resident
372702.799,147542.645,1168.200,87.500,80.679,resident
372520.546,147565.582,1629.200,38.500,35.499,resident
372281.075,147532.253,1784.500,7.000,11.474,developer
372249.576,147455.312,463.900,3.500,3.406,unknown
372570.853,147573.008,2559.500,14.000,12.191,informal
372632.485,147619.592,1937.300,38.500,35.499,resident
371505.262,147610.753,2130.600,10.500,10.219,state
371542.724,147548.843,288.800,12.000,11.679,unknown
371570.986,147612.720,2785.400,21.000,20.439,unknown
371353.194,147561.475,1072.000,38.500,35.499,resident
371369.861,147465.075,1072.100,38.500,35.499,resident
371453.364,147463.885,1071.900,38.500,35.499,resident
371577.638,147537.912,5021.000,17.500,15.239,informal
371529.820,147382.448,3244.100,17.500,17.032,unknown
371526.732,147322.269,1096.200,63.000,58.089,resident
